customer_id,Recency,Frequency,Monetary_Value,Support_Complaints,Web_Interactions,Segment
CUST00482,32,4,2177.14,0.0,1,Loyal Customers
CUST00483,107,7,4120.83,1.0,1,At-Risk Spenders
CUST00484,62,5,5407.55,3.0,1,At-Risk Spenders
CUST00485,228,5,2971.02,2.0,1,Dormant Customers
CUST00486,44,1,810.16,0.0,1,Dormant Customers
CUST00487,29,7,2642.71,6.0,1,Champions
CUST00488,217,4,2427.65,0.0,1,Dormant Customers
CUST00489,210,1,963.44,0.0,1,Dormant Customers
CUST00490,7,1,557.54,1.0,1,Dormant Customers
CUST00491,97,1,540.89,1.0,1,Dormant Customers
CUST00492,61,6,5426.94,1.0,1,At-Risk Spenders
CUST00493,108,2,1757.06,1.0,1,Dormant Customers
CUST00494,11,1,660.15,0.0,1,Dormant Customers
CUST00495,45,2,2001.59,0.0,1,Dormant Customers
CUST00496,35,1,1586.18,0.0,1,Dormant Customers
CUST00497,159,1,1724.62,0.0,1,Dormant Customers
CUST00498,24,2,970.31,0.0,1,Dormant Customers
CUST00499,18,3,2917.37,1.0,1,Loyal Customers
CUST00500,43,3,3208.81,0.0,1,Loyal Customers
CUST00501,20,4,2834.75,1.0,1,Loyal Customers
CUST00502,17,2,1615.2400000000002,0.0,1,Dormant Customers
CUST00503,48,7,4458.49,3.0,1,At-Risk Spenders
CUST00504,15,1,1602.01,0.0,1,Dormant Customers
CUST00505,125,1,1027.23,0.0,1,Dormant Customers
CUST00506,38,9,8243.95,4.0,1,At-Risk Spenders
CUST00507,120,2,2972.5207999999984,0.0,1,Dormant Customers
CUST00508,148,1,717.51,0.0,1,Dormant Customers
CUST00509,21,1,954.21,0.0,1,Dormant Customers
CUST00510,162,4,3630.48,1.0,1,Dormant Customers
CUST00511,5,4,2778.7,1.0,1,Loyal Customers
CUST00512,16,4,2468.63,1.0,1,Loyal Customers
CUST00513,27,8,5289.39,3.0,1,Champions
CUST00514,93,1,1687.55,0.0,1,Dormant Customers
CUST00515,6,2,1540.13,1.0,1,Dormant Customers
CUST00516,27,1,623.59,0.0,1,Dormant Customers
CUST00517,59,5,2777.25,2.0,1,Dormant Customers
CUST00518,23,1,226.9,0.0,1,Dormant Customers
CUST00519,81,1,412.42,0.0,1,Dormant Customers
CUST00520,2,5,3130.28,0.0,1,Champions
CUST00521,42,7,3626.07,1.0,1,Loyal Customers
CUST00522,462,1,1688.22,0.0,1,Dormant Customers
CUST00523,29,3,2606.67,1.0,1,Loyal Customers
CUST00524,11,10,7161.96,2.0,1,Champions
CUST00525,220,4,1916.75,0.0,1,Dormant Customers
CUST00526,2,1,1131.41,0.0,1,Dormant Customers
CUST00527,113,6,5554.469999999999,0.0,1,At-Risk Spenders
CUST00528,14,1,556.1,0.0,1,Dormant Customers
CUST00529,63,1,1129.52,1.0,1,Dormant Customers
CUST00530,57,3,2183.4300000000003,0.0,1,Dormant Customers
CUST00531,43,2,648.41,1.0,1,Dormant Customers
CUST00532,118,4,4563.970799999999,1.0,1,At-Risk Spenders
CUST00533,4,1,149.0,1.0,1,Dormant Customers
CUST00534,74,5,3110.46,1.0,1,Dormant Customers
CUST00535,138,5,5156.9,0.0,1,At-Risk Spenders
CUST00536,55,4,4432.75,0.0,1,At-Risk Spenders
CUST00537,2,1,447.58,0.0,1,Dormant Customers
CUST00538,70,6,4026.69,0.0,1,At-Risk Spenders
CUST00539,65,8,7275.9407999999985,3.0,1,At-Risk Spenders
CUST00540,56,7,5087.94,3.0,1,At-Risk Spenders
CUST00541,132,5,3404.94,1.0,1,Dormant Customers
CUST00542,54,1,576.88,0.0,1,Dormant Customers
CUST00543,197,4,2320.55,0.0,1,Dormant Customers
CUST00544,85,2,2284.46,0.0,1,Dormant Customers
CUST00545,1,1,603.57,1.0,1,Dormant Customers
CUST00546,3,2,2127.37,0.0,1,Dormant Customers
CUST00547,39,1,1001.24,1.0,1,Dormant Customers
CUST00548,165,1,858.7,0.0,1,Dormant Customers
CUST00549,132,2,1035.57,1.0,1,Dormant Customers
CUST00550,11,1,525.8,0.0,1,Dormant Customers
CUST00551,25,3,1964.0,0.0,1,Loyal Customers
CUST00552,4,1,567.45,0.0,1,Dormant Customers
CUST00553,293,4,3183.11,0.0,1,Dormant Customers
CUST00554,7,3,1402.26,0.0,1,Loyal Customers
CUST00555,45,3,1924.03,2.0,1,Dormant Customers
CUST00556,26,1,936.16,1.0,1,Dormant Customers
CUST00557,16,6,4460.42,1.0,1,Champions
CUST00558,399,2,679.0699999999999,0.0,1,Dormant Customers
CUST00559,1,2,1344.49,0.0,1,Dormant Customers
CUST00560,231,1,1135.13,0.0,1,Dormant Customers
CUST00561,4,1,256.33,1.0,1,Dormant Customers
CUST00562,259,2,899.8599999999999,2.0,1,Dormant Customers
CUST00563,105,2,887.86,0.0,1,Dormant Customers
CUST00564,130,8,4592.1900000000005,3.0,1,At-Risk Spenders
CUST00565,39,1,275.55,0.0,1,Dormant Customers
CUST00566,22,1,657.76,0.0,1,Dormant Customers
CUST00567,3,8,4922.05,1.0,1,Champions
CUST00568,34,1,482.12,0.0,1,Dormant Customers
CUST00569,113,1,430.0,0.0,1,Dormant Customers
CUST00570,168,3,2545.7200000000003,1.0,1,Dormant Customers
CUST00571,32,1,598.14,1.0,1,Dormant Customers
CUST00572,51,6,3305.75,0.0,1,Dormant Customers
CUST00573,125,5,2912.39,1.0,1,Dormant Customers
CUST00574,5,7,5871.91,1.0,1,Champions
CUST00575,83,1,548.72,1.0,1,Dormant Customers
CUST00576,46,2,799.27,0.0,1,Dormant Customers
CUST00577,72,5,3560.23,1.0,1,Dormant Customers
CUST00578,376,2,3054.7200000000003,0.0,1,Dormant Customers
CUST00579,10,1,301.68,0.0,1,Dormant Customers
CUST00580,74,1,713.84,0.0,1,Dormant Customers
CUST00581,76,2,1527.79,0.0,1,Dormant Customers
CUST00582,286,1,392.06,1.0,1,Dormant Customers
CUST00583,263,4,3652.46,1.0,1,Dormant Customers
CUST00584,83,1,591.05,0.0,1,Dormant Customers
CUST00585,113,8,5368.63,2.0,1,At-Risk Spenders
CUST00586,128,4,1853.61,2.0,1,Dormant Customers
CUST00587,18,1,275.79,0.0,1,Dormant Customers
CUST00588,76,1,649.95,0.0,1,Dormant Customers
CUST00589,71,5,4196.77,1.0,1,At-Risk Spenders
CUST00590,140,3,3597.4307999999987,2.0,1,Dormant Customers
CUST00591,69,2,1767.15,1.0,1,Dormant Customers
CUST00592,20,2,1084.48,0.0,1,Dormant Customers
CUST00593,29,5,3602.31,1.0,1,Champions
CUST00594,91,1,448.78,0.0,1,Dormant Customers
CUST00595,20,5,2849.27,0.0,1,Champions
CUST00596,50,4,2927.96,3.0,1,At-Risk Spenders
CUST00597,52,4,3041.18,2.0,1,Dormant Customers
CUST00598,7,2,1082.0300000000002,0.0,1,Dormant Customers
CUST00599,169,4,2898.52,1.0,1,Dormant Customers
CUST00600,263,3,1248.14,0.0,1,Dormant Customers
CUST00601,70,1,537.85,0.0,1,Dormant Customers
CUST00602,91,1,171.18,0.0,1,Dormant Customers
CUST00603,10,9,4869.21,4.0,1,Champions
CUST00604,90,1,761.72,0.0,1,Dormant Customers
CUST00605,160,5,3199.79,2.0,1,Dormant Customers
CUST00606,120,1,240.15,0.0,1,Dormant Customers
CUST00607,249,3,2332.76,0.0,1,Dormant Customers
CUST00608,27,3,2455.49,1.0,1,Loyal Customers
CUST00609,6,5,4581.16,2.0,1,Champions
CUST00610,22,5,3975.59,2.0,1,Champions
CUST00611,235,4,3472.66,3.0,1,Dormant Customers
CUST00612,48,2,2120.98,0.0,1,Dormant Customers
CUST00613,4,6,4895.57,2.0,1,Champions
CUST00614,196,1,267.96,0.0,1,Dormant Customers
CUST00615,34,1,446.03,1.0,1,Dormant Customers
CUST00616,36,5,2628.3,1.0,1,Loyal Customers
CUST00617,14,10,5456.37,5.0,1,Champions
CUST00618,92,2,1570.53,0.0,1,Dormant Customers
CUST00619,2,5,2211.2000000000003,0.0,1,Champions
CUST00620,90,1,449.48,1.0,1,Dormant Customers
CUST00621,92,1,348.53,0.0,1,Dormant Customers
CUST00622,180,3,2009.78,0.0,1,Dormant Customers
CUST00623,108,4,1945.71,2.0,1,Dormant Customers
CUST00624,232,1,270.09,0.0,1,Dormant Customers
CUST00625,66,4,2155.58,0.0,1,Dormant Customers
CUST00626,9,2,1214.38,1.0,1,Dormant Customers
CUST00627,75,3,2765.27,1.0,1,Dormant Customers
CUST00628,59,3,1099.59,2.0,1,Dormant Customers
CUST00629,44,1,442.4,0.0,1,Dormant Customers
CUST00630,93,3,2512.7,0.0,1,Dormant Customers
CUST00631,68,10,6076.9,2.0,1,At-Risk Spenders
CUST00632,61,1,1078.63,0.0,1,Dormant Customers
CUST00633,33,1,1619.36,0.0,1,Dormant Customers
CUST00634,118,4,1711.76,2.0,1,Dormant Customers
CUST00635,134,1,1016.46,0.0,1,Dormant Customers
CUST00636,72,2,2158.95,0.0,1,Dormant Customers
CUST00637,60,5,5209.770799999998,1.0,1,At-Risk Spenders
CUST00638,173,6,3093.33,0.0,1,Dormant Customers
CUST00639,369,3,2753.19,0.0,1,Dormant Customers
CUST00640,130,1,641.86,0.0,1,Dormant Customers
CUST00641,35,6,5481.38,1.0,1,Loyal Customers
CUST00642,18,3,1654.45,0.0,1,Loyal Customers
CUST00643,155,1,1091.34,0.0,1,Dormant Customers
CUST00644,78,7,3822.27,0.0,1,Dormant Customers
CUST00645,252,3,2730.59,2.0,1,Dormant Customers
CUST00646,117,6,5934.01,1.0,1,At-Risk Spenders
CUST00647,64,1,507.52,1.0,1,Dormant Customers
CUST00648,31,1,1298.17,0.0,1,Dormant Customers
CUST00649,124,6,3181.62,4.0,1,Dormant Customers
CUST00650,59,3,2622.01,0.0,1,Dormant Customers
CUST00651,34,7,5105.77,0.0,1,Loyal Customers
CUST00652,75,4,4491.29,0.0,1,At-Risk Spenders
CUST00653,32,2,2037.83,0.0,1,Dormant Customers
CUST00654,8,6,5827.77,2.0,1,Champions
CUST00655,79,8,5295.41,0.0,1,At-Risk Spenders
CUST00656,67,4,3207.37,1.0,1,Dormant Customers
CUST00657,63,4,1287.49,1.0,1,Dormant Customers
CUST00658,219,2,2355.97,1.0,1,Dormant Customers
CUST00659,16,1,883.27,0.0,1,Dormant Customers
CUST00660,43,1,573.43,0.0,1,Dormant Customers
CUST00661,180,3,1105.96,1.0,1,Dormant Customers
CUST00662,124,1,852.96,0.0,1,Dormant Customers
CUST00663,64,8,5700.78,2.0,1,At-Risk Spenders
CUST00664,20,1,237.27,1.0,1,Dormant Customers
CUST00665,35,9,6480.29,2.0,1,Dormant Customers
CUST00666,3,1,540.99,1.0,1,Dormant Customers
CUST00667,25,5,5036.26,2.0,1,Champions
CUST00668,42,2,952.41,0.0,1,Dormant Customers
CUST00669,57,3,2774.76,0.0,1,Dormant Customers
CUST00670,242,4,3756.69,1.0,1,Dormant Customers
CUST00671,2,8,5453.93,1.0,1,Champions
CUST00672,141,1,434.37,0.0,1,Dormant Customers
CUST00673,118,1,1297.2,0.0,1,Dormant Customers
CUST00674,56,8,4178.67,0.0,1,At-Risk Spenders
CUST00675,130,5,6478.51,0.0,1,At-Risk Spenders
CUST00676,6,1,714.17,1.0,1,Dormant Customers
CUST00677,6,1,291.61,0.0,1,Dormant Customers
CUST00678,196,2,1145.87,0.0,1,Dormant Customers
CUST00679,83,8,6252.95,2.0,1,At-Risk Spenders
CUST00680,215,1,1087.83,0.0,1,Dormant Customers
CUST00681,211,1,1372.4,1.0,1,Dormant Customers
CUST00682,19,1,1238.23,1.0,1,Dormant Customers
CUST00683,0,3,3422.7,2.0,1,Dormant Customers
CUST00684,140,4,2472.73,1.0,1,Dormant Customers
CUST00685,2,1,1158.09,0.0,1,Dormant Customers
CUST00686,127,3,1409.09,0.0,1,Dormant Customers
CUST00687,117,5,4129.24,0.0,1,At-Risk Spenders
CUST00688,13,5,3552.34,1.0,1,Champions
CUST00689,70,4,4514.31,0.0,1,At-Risk Spenders
CUST00690,4,5,5697.91,1.0,1,Champions
CUST00691,61,3,2927.57,0.0,1,Dormant Customers
CUST00692,58,3,1850.73,0.0,1,Dormant Customers
CUST00693,147,5,5954.240799999999,2.0,1,At-Risk Spenders
CUST00694,74,1,345.14,0.0,1,Dormant Customers
CUST00695,198,1,616.85,1.0,1,Dormant Customers
CUST00696,40,5,4776.640799999998,1.0,1,Loyal Customers
CUST00697,247,4,3657.69,1.0,1,Dormant Customers
CUST00698,14,8,5318.95,4.0,1,Champions
CUST00699,47,4,2191.51,0.0,1,Dormant Customers
CUST00700,49,4,3589.62,0.0,1,Dormant Customers
CUST00701,122,5,5927.570799999999,1.0,1,At-Risk Spenders
CUST00702,77,6,8044.75,2.0,1,At-Risk Spenders
CUST00703,104,1,360.06,0.0,1,Dormant Customers
CUST00704,22,4,3057.83,1.0,1,Loyal Customers
CUST00705,12,1,872.61,1.0,1,Dormant Customers
CUST00706,2,1,439.07,0.0,1,Dormant Customers
CUST00707,189,3,2254.12,2.0,1,Dormant Customers
CUST00708,45,6,5342.67,1.0,1,Loyal Customers
CUST00709,129,1,1966.47,0.0,1,Dormant Customers
CUST00710,16,8,5514.42,2.0,1,Champions
CUST00711,19,8,5430.3,2.0,1,Champions
CUST00712,4,4,1928.79,1.0,1,Loyal Customers
CUST00713,3,9,8956.0608,3.0,1,Champions
CUST00714,40,6,2681.75,1.0,1,Loyal Customers
CUST00715,25,3,954.63,0.0,1,Loyal Customers
CUST00716,6,6,2828.0600000000004,1.0,1,Champions
CUST00717,0,1,884.85,0.0,1,Dormant Customers
CUST00718,117,2,697.62,0.0,1,Dormant Customers
CUST00719,168,4,2610.39,1.0,1,Dormant Customers
CUST00720,291,5,3086.61,2.0,1,Dormant Customers
CUST00721,14,1,1856.99,0.0,1,Dormant Customers
CUST00722,30,1,256.54,1.0,1,Dormant Customers
CUST00723,69,1,546.81,0.0,1,Dormant Customers
CUST00724,8,2,1014.94,0.0,1,Dormant Customers
CUST00725,141,3,2162.5,0.0,1,Dormant Customers
CUST00726,98,10,7976.49,4.0,1,At-Risk Spenders
CUST00727,8,5,3822.01,1.0,1,Champions
CUST00728,66,1,396.38,1.0,1,Dormant Customers
CUST00729,140,1,1324.83,0.0,1,Dormant Customers
CUST00730,232,2,1923.08,0.0,1,Dormant Customers
CUST00731,136,2,1457.58,0.0,1,Dormant Customers
CUST00732,6,1,402.61,1.0,1,Dormant Customers
CUST00733,66,3,1661.19,0.0,1,Dormant Customers
CUST00734,89,5,4981.82,2.0,1,At-Risk Spenders
CUST00735,12,4,1973.4,1.0,1,Loyal Customers
CUST00736,66,3,1727.68,0.0,1,Dormant Customers
CUST00737,24,1,872.88,0.0,1,Dormant Customers
CUST00738,78,1,545.24,1.0,1,Dormant Customers
CUST00739,24,1,1047.95,0.0,1,Dormant Customers
CUST00740,261,5,4065.24,1.0,1,At-Risk Spenders
CUST00741,225,3,1798.7,0.0,1,Dormant Customers
CUST00742,49,2,1288.91,0.0,1,Dormant Customers
CUST00743,1,5,2957.78,1.0,1,Champions
CUST00744,65,2,1108.58,0.0,1,Dormant Customers
CUST00745,1,1,1077.53,0.0,1,Dormant Customers
CUST00746,177,2,1625.12,0.0,1,Dormant Customers
CUST00747,11,1,1123.87,1.0,1,Dormant Customers
CUST00748,58,7,4244.5,1.0,1,At-Risk Spenders
CUST00749,11,2,1514.65,0.0,1,Dormant Customers
CUST00750,49,3,2474.98,0.0,1,Dormant Customers
CUST00751,15,1,657.24,0.0,1,Dormant Customers
CUST00752,97,2,1319.5500000000002,1.0,1,Dormant Customers
CUST00753,143,1,1093.17,0.0,1,Dormant Customers
CUST00754,37,2,3639.05,1.0,1,Dormant Customers
CUST00755,200,2,1585.36,1.0,1,Dormant Customers
CUST00756,113,3,3223.87,2.0,1,Dormant Customers
CUST00757,8,3,1807.24,0.0,1,Loyal Customers
CUST00758,78,10,6808.01,0.0,1,At-Risk Spenders
CUST00759,38,2,1562.24,0.0,1,Dormant Customers
CUST00760,162,2,1132.19,1.0,1,Dormant Customers
CUST00761,193,2,1069.58,0.0,1,Dormant Customers
CUST00762,46,2,2784.57,1.0,1,Dormant Customers
CUST00763,188,4,3972.990799999999,0.0,1,Dormant Customers
CUST00764,23,4,3245.93,0.0,1,Loyal Customers
CUST00765,98,3,2692.35,1.0,1,Dormant Customers
CUST00766,166,2,1783.35,0.0,1,Dormant Customers
CUST00767,75,7,3498.46,3.0,1,Dormant Customers
CUST00768,21,3,2361.23,1.0,1,Loyal Customers
CUST00769,18,6,2815.44,2.0,1,Champions
CUST00770,27,3,2711.16,1.0,1,Loyal Customers
CUST00771,90,1,456.76,1.0,1,Dormant Customers
CUST00772,190,3,3114.63,0.0,1,Dormant Customers
CUST00773,71,3,2278.26,1.0,1,Dormant Customers
CUST00774,101,3,1439.8,0.0,1,Dormant Customers
CUST00775,23,1,1298.92,0.0,1,Dormant Customers
CUST00776,135,4,3024.94,0.0,1,Dormant Customers
CUST00777,10,1,720.41,0.0,1,Dormant Customers
CUST00778,331,4,3444.29,1.0,1,Dormant Customers
CUST00779,6,1,416.15,0.0,1,Dormant Customers
CUST00780,36,4,3232.4,3.0,1,At-Risk Spenders
CUST00781,49,1,442.8,0.0,1,Dormant Customers
CUST00782,194,1,505.28,0.0,1,Dormant Customers
CUST00783,232,6,4123.36,1.0,1,At-Risk Spenders
CUST00784,45,5,3103.73,0.0,1,Loyal Customers
CUST00785,11,6,3144.23,1.0,1,Champions
CUST00786,150,5,5359.3,3.0,1,At-Risk Spenders
CUST00787,48,7,5769.13,2.0,1,At-Risk Spenders
CUST00788,49,1,1408.44,0.0,1,Dormant Customers
CUST00789,55,3,1689.11,0.0,1,Dormant Customers
CUST00790,78,1,458.83,1.0,1,Dormant Customers
CUST00791,230,1,1187.93,1.0,1,Dormant Customers
CUST00792,148,6,2976.79,1.0,1,Dormant Customers
CUST00793,113,3,2463.2,0.0,1,Dormant Customers
CUST00794,171,5,2824.37,2.0,1,Dormant Customers
CUST00795,138,4,3787.58,0.0,1,Dormant Customers
CUST00796,151,3,5019.830799999999,0.0,1,At-Risk Spenders
CUST00797,9,5,2975.27,0.0,1,Champions
CUST00798,57,10,6339.86,1.0,1,At-Risk Spenders
CUST00799,56,6,3798.88,1.0,1,Dormant Customers
CUST00800,12,10,9558.37,4.0,1,Champions
CUST00801,76,3,3345.79,1.0,1,Dormant Customers
CUST00802,201,1,1787.0,0.0,1,Dormant Customers
CUST00803,53,7,5289.43,1.0,1,At-Risk Spenders
CUST00804,14,1,969.91,0.0,1,Dormant Customers
CUST00805,41,1,780.79,0.0,1,Dormant Customers
CUST00806,21,1,976.95,0.0,1,Dormant Customers
CUST00807,112,2,1827.03,0.0,1,Dormant Customers
CUST00808,53,5,2738.81,2.0,1,Dormant Customers
CUST00809,22,3,1886.26,2.0,1,Dormant Customers
CUST00810,217,1,528.93,0.0,1,Dormant Customers
CUST00811,184,6,3477.94,0.0,1,Dormant Customers
CUST00812,189,1,383.16,0.0,1,Dormant Customers
CUST00813,5,9,9628.83,4.0,1,Champions
CUST00814,88,3,3408.620799999999,0.0,1,Dormant Customers
CUST00815,137,3,3282.1400000000003,2.0,1,Dormant Customers
CUST00816,59,2,2688.92,1.0,1,Dormant Customers
CUST00817,9,14,10635.4708,1.0,1,Champions
CUST00818,147,1,988.84,1.0,1,Dormant Customers
CUST00819,28,4,2164.49,1.0,1,Loyal Customers
CUST00820,189,2,935.67,0.0,1,Dormant Customers
CUST00821,94,3,1248.56,2.0,1,Dormant Customers
CUST00822,76,6,4218.62,1.0,1,At-Risk Spenders
CUST00823,146,8,3291.63,3.0,1,Dormant Customers
CUST00824,4,4,2566.49,0.0,1,Loyal Customers
CUST00825,97,1,410.77,0.0,1,Dormant Customers
CUST00826,158,10,8171.4,2.0,1,At-Risk Spenders
CUST00827,57,1,1699.04,0.0,1,Dormant Customers
CUST00828,90,1,355.91,0.0,1,Dormant Customers
CUST00829,62,10,6268.52,1.0,1,At-Risk Spenders
CUST00830,19,3,1613.9499999999998,0.0,1,Loyal Customers
CUST00831,6,2,994.83,2.0,1,Dormant Customers
CUST00832,0,1,716.8,0.0,1,Dormant Customers
CUST00833,67,1,1142.84,0.0,1,Dormant Customers
CUST00834,2,4,2049.66,1.0,1,Loyal Customers
CUST00835,157,9,6888.030000000001,1.0,1,At-Risk Spenders
CUST00836,9,2,1640.21,0.0,1,Dormant Customers
CUST00837,15,2,1476.76,0.0,1,Dormant Customers
CUST00838,9,6,4291.93,2.0,1,Champions
CUST00839,162,3,1996.99,0.0,1,Dormant Customers
CUST00840,58,10,9432.94,4.0,1,At-Risk Spenders
CUST00841,99,8,6394.660799999999,2.0,1,At-Risk Spenders
CUST00842,71,5,5478.280000000001,1.0,1,At-Risk Spenders
CUST00843,45,1,803.69,1.0,1,Dormant Customers
CUST00844,19,1,410.24,0.0,1,Dormant Customers
CUST00845,96,4,2758.2200000000003,2.0,1,Dormant Customers
CUST00846,41,9,7260.82,2.0,1,Dormant Customers
CUST00847,4,6,6336.01,2.0,1,Champions
CUST00848,4,1,547.18,0.0,1,Dormant Customers
CUST00849,6,7,4218.23,0.0,1,Champions
CUST00850,7,2,2278.03,1.0,1,Dormant Customers
CUST00851,0,2,1188.62,1.0,1,Dormant Customers
CUST00852,66,3,1379.66,0.0,1,Dormant Customers
CUST00853,61,1,318.94,1.0,1,Dormant Customers
CUST00854,279,3,2249.63,0.0,1,Dormant Customers
CUST00855,292,1,613.47,0.0,1,Dormant Customers
CUST00856,135,1,2235.84,1.0,1,Dormant Customers
CUST00857,67,5,5033.19,3.0,1,At-Risk Spenders
CUST00858,90,3,2363.53,0.0,1,Dormant Customers
CUST00859,169,4,2159.64,0.0,1,Dormant Customers
CUST00860,79,1,1472.26,1.0,1,Dormant Customers
CUST00861,170,3,1530.88,1.0,1,Dormant Customers
CUST00862,453,4,3934.74,0.0,1,Dormant Customers
CUST00863,25,4,2928.87,0.0,1,Loyal Customers
CUST00864,138,2,1042.98,2.0,1,Dormant Customers
CUST00865,50,2,1503.11,1.0,1,Dormant Customers
CUST00866,26,1,1280.71,0.0,1,Dormant Customers
CUST00867,15,1,424.64,1.0,1,Dormant Customers
CUST00868,20,1,832.57,0.0,1,Dormant Customers
CUST00869,93,6,3202.61,2.0,1,Dormant Customers
CUST00870,86,7,5454.610000000001,1.0,1,At-Risk Spenders
CUST00871,122,8,7332.96,2.0,1,At-Risk Spenders
CUST00872,125,3,1959.48,0.0,1,Dormant Customers
CUST00873,3,4,4213.62,0.0,1,Loyal Customers
CUST00874,21,1,511.56,0.0,1,Dormant Customers
CUST00875,30,1,363.1,0.0,1,Dormant Customers
CUST00876,36,3,1392.13,2.0,1,Dormant Customers
CUST00877,63,3,1904.33,1.0,1,Dormant Customers
CUST00878,134,2,2578.68,0.0,1,Dormant Customers
CUST00879,155,6,5967.77,0.0,1,At-Risk Spenders
CUST00880,16,4,2399.63,1.0,1,Loyal Customers
CUST00881,4,8,9492.15,0.0,1,Champions
CUST00882,85,2,894.79,1.0,1,Dormant Customers
CUST00883,126,3,6244.060799999998,0.0,1,At-Risk Spenders
CUST00884,271,1,365.93,0.0,1,Dormant Customers
CUST00885,31,8,6880.81,2.0,1,Dormant Customers
CUST00886,1,5,2647.05,3.0,1,Champions
CUST00887,9,3,2344.2,2.0,1,Dormant Customers
CUST00888,108,3,2556.74,0.0,1,Dormant Customers
CUST00889,44,3,2012.98,1.0,1,Loyal Customers
CUST00890,24,1,631.59,1.0,1,Dormant Customers
CUST00891,13,3,3475.43,0.0,1,Loyal Customers
CUST00892,9,1,360.98,0.0,1,Dormant Customers
CUST00893,99,2,2269.27,0.0,1,Dormant Customers
CUST00894,25,2,1903.85,2.0,1,Dormant Customers
CUST00895,54,4,1415.7,1.0,1,Dormant Customers
CUST00896,10,9,7413.08,2.0,1,Champions
CUST00897,13,1,584.95,0.0,1,Dormant Customers
CUST00898,339,6,4353.639999999999,1.0,1,At-Risk Spenders
CUST00899,187,1,574.65,1.0,1,Dormant Customers
CUST00900,58,2,1242.65,1.0,1,Dormant Customers
CUST00901,35,4,2025.21,3.0,1,At-Risk Spenders
CUST00902,6,1,1318.64,0.0,1,Dormant Customers
CUST00903,42,1,632.18,1.0,1,Dormant Customers
CUST00904,41,7,5113.860000000001,4.0,1,At-Risk Spenders
CUST00905,30,5,5594.75,2.0,1,Champions
CUST00906,38,2,1449.41,0.0,1,Dormant Customers
CUST00907,220,3,2874.51,2.0,1,Dormant Customers
CUST00908,27,2,2799.02,1.0,1,Dormant Customers
CUST00909,185,1,615.14,1.0,1,Dormant Customers
CUST00910,127,1,1239.32,1.0,1,Dormant Customers
CUST00911,30,9,5240.42,1.0,1,Champions
CUST00912,138,2,1516.54,0.0,1,Dormant Customers
CUST00913,183,3,1818.9,1.0,1,Dormant Customers
CUST00914,36,3,1633.91,0.0,1,Loyal Customers
CUST00915,113,4,2277.22,2.0,1,Dormant Customers
CUST00916,20,5,4003.46,2.0,1,Champions
CUST00917,286,3,1704.79,1.0,1,Dormant Customers
CUST00918,236,2,1142.22,1.0,1,Dormant Customers
CUST00919,10,2,1976.34,1.0,1,Dormant Customers
CUST00920,66,4,3650.77,2.0,1,Dormant Customers
CUST00921,195,1,1335.06,1.0,1,Dormant Customers
CUST00922,11,1,1131.6,0.0,1,Dormant Customers
CUST00923,57,7,4149.83,2.0,1,At-Risk Spenders
CUST00924,44,4,3018.21,0.0,1,Loyal Customers
CUST00925,44,1,464.59,1.0,1,Dormant Customers
CUST00926,1,3,1704.96,1.0,1,Loyal Customers
CUST00927,343,1,617.86,0.0,1,Dormant Customers
CUST00928,229,1,325.55,0.0,1,Dormant Customers
CUST00929,43,1,325.51,0.0,1,Dormant Customers
CUST00930,59,4,2336.49,1.0,1,Dormant Customers
CUST00931,30,1,1030.44,0.0,1,Dormant Customers
CUST00932,83,1,688.68,1.0,1,Dormant Customers
CUST00933,205,3,2102.12,0.0,1,Dormant Customers
CUST00934,44,10,6237.47,3.0,1,At-Risk Spenders
CUST00935,28,5,3594.4,0.0,1,Champions
CUST00936,35,2,2188.31,1.0,1,Dormant Customers
CUST00937,126,5,3342.44,1.0,1,Dormant Customers
CUST00938,26,3,4648.540799999999,1.0,1,Loyal Customers
CUST00939,9,1,560.91,0.0,1,Dormant Customers
CUST00940,236,2,1727.24,2.0,1,Dormant Customers
CUST00941,183,5,3758.06,2.0,1,Dormant Customers
CUST00942,7,1,407.18,1.0,1,Dormant Customers
CUST00943,346,5,3965.95,0.0,1,Dormant Customers
CUST00944,74,6,4456.65,1.0,1,At-Risk Spenders
CUST00945,4,1,1143.18,0.0,1,Dormant Customers
CUST00946,173,1,542.29,0.0,1,Dormant Customers
CUST00947,41,9,8603.45,2.0,1,Dormant Customers
CUST00948,79,1,923.64,0.0,1,Dormant Customers
CUST00949,130,2,1269.04,0.0,1,Dormant Customers
CUST00950,209,3,3765.9,1.0,1,Dormant Customers
CUST00951,62,1,602.19,0.0,1,Dormant Customers
CUST00952,42,8,4710.47,0.0,1,Loyal Customers
CUST00953,9,3,1925.94,1.0,1,Loyal Customers
CUST00954,25,2,769.86,0.0,1,Dormant Customers
CUST00955,63,2,748.92,0.0,1,Dormant Customers
CUST00956,31,7,5800.25,2.0,1,Dormant Customers
CUST00957,37,3,1481.5,1.0,1,Loyal Customers
CUST00958,160,2,1033.42,1.0,1,Dormant Customers
CUST00959,63,7,3865.13,1.0,1,Dormant Customers
CUST00960,146,4,3772.49,2.0,1,Dormant Customers
CUST00961,151,6,4247.56,1.0,1,At-Risk Spenders
CUST00962,22,1,349.41,1.0,1,Dormant Customers
CUST00963,103,1,641.2,0.0,1,Dormant Customers
CUST00964,219,3,2167.08,0.0,1,Dormant Customers
